gene1,gene2
2543675,175284
851396,22668
90480,3576
852032,221037
54751,3489
19401,84749
2959,58799
2286,853226
45021,851821
34338,174836
852722,6531
257397,2542844
856195,2540244
850878,852789
854925,817830
8541,150274
851564,31621
33343,855830
853990,240354
2275,22061
854552,8266
57037,3005
7335,43330
175195,853796
26271,855168
22827,32099
856400,826859
380557,37185
421202,444283
854037,854852
831293,386681
57216,49090
824214,47894
854018,25939
855942,4826
826746,2542548
64460,153090
54103,175238
854940,178289
851819,2542094
6809,41498
183243,55421
817487,4850
29914,841372
16973,41995
38136,2342
4841,6274
171392,172319
11340,852493
15184,5105
231470,817745
1268,1226198
32107,285613
10952,3672
116143,43151
7695,132228
856518,824641
80010,11318
852001,818862
7804,856060
2540643,176848
177236,6143
853589,1975
855253,180127
180819,126133
834426,58974
2540008,825827
39961,172893
835233,403935
839189,37970
396188,624
23061,682507
2543426,10927
10682,44098
7322,3604
2272,175410
9414,56916
409,34872
6262,855082
851064,2539740
5817,29915
43576,854449
836185,51399
6314,28969
30850,820581
6863,84126
2542761,56275
7251,22346
3146,93107
828319,836324
817831,100343882
853098,172277
9830,179654
419824,39243
58494,836554
14633,40848
8562,820098
851440,852271
408,850325
8861,856479
173191,27018
2541619,853707
35927,35934
6878,828979
819969,172157
11052,182629
2541889,12568
852032,7133
23286,51389
856304,177422
57690,21841
841418,56474
93323,25915
827261,117294
9532,84060
39165,380418
9656,57215
10940,821060
850580,13163
817659,35085
854117,12368
825532,23187
821325,9079
852101,287
7134,850939
172775,178289
9349,219333
41565,3772559
177461,819633
57634,54149
372,26508
851957,851996
5704,890
4253,71096
830784,68375
7528,13429
10016,7009
13207,2538964
828000,2541655
852770,79009
850912,8036
8204,118738
54675,841454
282843,853585
834607,65980
851718,10590
30835,51569
850330,64236
25528,856161
177461,466
22632,3216
6558,178362
51282,12306
855765,173753
829159,42845
4733,7082
134510,173728
855356,856689
853507,8433
10309,844754
5300,10001
37090,1392
827965,830893
64784,252884
821016,2539505
4074,851338
9892,79586
173435,839040
51327,173502
891,240354
171752,86
17135,178208
40704,8175
180278,42075
856559,186939
179493,839278
852190,55854
855149,9830
2554,822136
10142,18643
29089,6222
3192,2029
851520,55917
7101,26155
3725,8930
17869,818303
100507098,1384
855568,55917
83696,50709
26523,440023
2130,22800
178942,856764
850826,842839
2540555,20128
60626,55607
51246,844754
10910,246439
852778,83851
856760,87178
819002,173167
959,11636
1489048,180990
2541798,57708
815176,852263
176536,11199
3183,176083
3921,823904
9765,735142
27374,36538
78284,55023
40336,26468
18747,856301
51529,947077
2539497,856538
7745,57448
22803,816556
836429,841633
7329,192670
79101,854835
3316,178132
818708,79899
16568,855842
10244,855082
219541,46091
2542773,60672
2541900,854395
839167,12512
2703426,172234
6732,178135
820419,134549
2540664,839901
854231,850650
2541889,81822
2975,114
851631,84078
1329,2541710
54433,40052
50944,843609
854387,11127
1736,200734
853512,15228
855143,8351
825396,38987
838470,81857
853187,2541635
829594,854088
835288,828520
13197,48581
832136,41569
5015,850865
147040,3355133
1894,28956
396440,2540394
35955,40031
843918,20403
835240,244585
398110,819197
856502,12801
26225,134359
9463,254122
3481,108071
31310,1845
22061,9887
850702,3565767
10254,16531
23099,853043
3783,10693
326157,842849
3077490,16593
853744,818302
817745,110147
34362,39513
7068,853985
3482,171968
80007,64462
1819,54496
3673,654
7251,854034
2339,855501
54103,83700
850995,823150
80204,824112
35977,121260
853076,821389
853877,852456
850744,8563
851430,64630
817252,175096
851041,817208
6590,2063
35851,8045
172674,835610
817134,404672
56956,26578
610,9959
856498,3030
31349,81790
850345,17131
6331,37182
10524,6781
1153,175783
855725,27113
819082,14852
9927,444528
191719,173319
9344,4059
854507,190400
41675,856459
5454,2540895
854598,26156
7920,838335
836057,53817
856337,4850
301,11154
820898,59009
54455,177734
172942,4794
41880,9119
174421,374618
819674,833755
898,827998
852410,852750
6580,57410
29969,852650
3182,853201
727,9232
8106,171765
850515,9140
2539740,395832
1856,80010
822287,42199
6728,832320
135,89927
50813,99377
855963,843918
852235,116837
187728,850836
821265,829009
10533,72042
372,855622
855906,180681
153,23112
415935,5691
850438,9867
6887,851608
7022,855502
175698,5962
852091,6206
2539658,822556
79065,824383
10529,817267
55765,854658
827835,850718
5422,854553
855906,23336
841529,11047
9440,9547
842039,841751
3316,3703973
851833,2444
201501,79188
10940,51196
835470,31104
35051,826890
38978,397923
851456,830529
4012,829094
7415,2444
93836,56278
29116,25622
831738,29149
2542237,142678
172158,177591
43217,837267
824956,83860
851928,851786
853566,855786
850935,379094
5783,41140
43740573,178191
856741,824896
11798,850375
851359,118
25513,33516
53579,43566
851935,178696
29935,162681
35422,10645
330914,10454
2540392,51340
4356,4330935
27161,853256
112755,65962
5740816,64755
855744,3565059
853250,172278
194590,854116
6662,255394
9258,399327
4618,827337
6310,186226
12927,36956
7518,26564
832623,53563
853521,41524
853521,4653
852992,10617
852871,17126
80856,54870
116554,1489674
851592,31816
1871,25998
2540727,114822
2908,85458
856356,3565577
51634,853644
841993,81840
850720,2539
187968,64160
853261,64210
24144,3818
65992,30832
29925,1827
6447,4961527
855686,36376
822058,856524
8890,95
856888,2539107
841130,32763
25132,4536
3398,1384
192897,102724652
163,852294
8453,51320
38327,100337595
13052,1656
53569,22152
43767,856267
10592,184271
4306,33218
3683,29674
25842,79885
10273,179592
41675,13026
4340185,37007
7381,83602
152006,17494231
8516,2542949
8676,84923
10542,1442
852659,31212
177749,10475
836199,174233
14048,2540250
4193,23871
187639,326197
147138,59026
856144,382090
40374,39777
4761,832968
853499,821016
22859,38456
3091,850620
22897,7703
4946,1226198
180637,1114
54869,40176
174841,852796
836281,14528
22800,22059
23208,175098
147687,853803
3643493,4854
41965,29666
54491,819026
5335,395316
43958,853991
84296,175823
854062,8715
821025,447494
11261,11011
2542263,284403
4678,216190
835537,843221
3394,829845
3609,852997
174964,836617
816623,843221
79618,850372
822566,202299
9126,4676
6517,8522
51567,16516
850819,23426
851834,851055
851166,856638
5495,838470
6843,176083
38654,174256
79595,2541059
10419,179347
2902,161725
7284,852034
45328,83692
26271,3310
56288,171531
7110,20683
22671,399694
9139,79949
179624,116643
64072,79188
178084,9921
5585,8464
851818,379064
855052,175583
24138,179538
17984,190098
852229,6829
667,23172
9513,46156
178024,26423
12703,3565291
89817,843903
25898,22323
23386,107765
22906,3704063
853933,23423
25920,38793
853865,2541941
5364,155030
51789,2635
1639,11034
820643,3801
677,35851
9510,852427
58155,56278
54845,2541054
851591,856863
850639,18643
152559,32378
14265,42871
2541336,123591
26584,43740576
856004,856532
852713,2540470
852234,856828
174343,828153
2540956,9519
36619,40828
2542380,9851
177046,27128
9870,176840
853397,32009
4618,37238
856337,51566
8601,838652
468,856899
3866,10075
853467,55006
819182,10280
32245,5190
8648,379370
18186,175712
854335,15184
854200,39583
989,3565776
6194,2542012
852947,305967
29760,57727
176022,23969
855524,852112
191624,79097
5753,150684
51573,825807
3075,174236
11151,24318
189689,854878
3693,2539324
852612,51213
29844,50296
57510,852250
6271,27161
41802,59025
855739,496357
11331,494470
81647,14266
25331,40966
6421,41992
1207,852173
6945,34149
25023,1406
10445,39366
851359,13982
268465,820936
55521,80028
16490,59274
853697,74769
254887,946977
39588,173872
255626,57119
2281,2542856
10765,81703
84988,2538731
10277,83853
855785,10645
38146,31789
7832,852772
836094,100009148
2542387,91875
850775,850329
853630,843407
9637,10250
827857,1523
855501,374407
12234,23708
855602,55964
25679,824641
854872,15902
55957,11262
851497,66002
158297,43202
10270,32099
850785,827631
60626,823660
7098,1527
84811,35259
5704,9802
179493,24185
1432,4547
3674,2543460
174576,173502
574288,83431
856287,854384
832149,109359
343637,10180
9164967,851333
850422,64421
3232,42642
155971,179707
15364,653602
852433,285527
840065,295213
642,2542910
855163,45931
778059,856306
814767,55885
42646,12053
820475,828000
4152,793
10569,2540730
29101,3854
79616,148252
37841,6252
828812,55140
824355,90410
852410,177520
856862,854370
187297,83755
636931,5634
23294,23241
23559,852796
850888,184980
42854,25387
51366,1270
172099,375484
30837,24414
175195,853589
84260,81888
861,22889
16452,9841
18141,56458
13163,851830
851180,217124
843704,64393
10602,174050
850383,79000
40221,114505
23476,10245
8991,855622
5110,3636102
856840,856663
268465,54474
2540593,2255
14163,822018
851665,2541145
853463,852652
854868,150290
33215,51534
84522,51493
27257,834385
6399,826571
363445,26121
65180,853939
172609,2543281
852825,11154
42647,25841
2540650,821309
174473,81601
5745,945355
9771,180603
54785,856455
44728,7756
856763,174350
446233,854394
176702,10743
827102,38527
55664,42144
2646,852060
12335,6711
8726,23164
6829,821081
64067,3934
5050,1856
83759,4753
5734,57804
183012,832770
852728,834405
51735,37517
832065,173301
154807,175247
65109,855393
821400,839501
3856,10732
10325,818410
856886,832208
853003,843313
855898,160
3426,184627
57787,7625
4313,269682
3361470,389421
6792,41260
178933,828668
822207,5279
8676,856089
834756,84749
8648,832259
4921,151871
2896,843983
851140,831315
172958,51075
2958,1674
178104,439996
24131,830520
2962,178840
2542150,850614
6001,2540223
85363,380217
851337,35398
42065,398599
2237,85327
856119,7265
3948,33937
585,10549
835337,2541514
855701,33757
829103,2625
1911,20878
830500,84006
63967,818447
27102,818588
851508,844773
856505,852657
60481,51109
51699,25400
175837,10579
57591,170302
3552,23533
5468,831745
19361,855332
175832,37781
819810,59274
172389,23248
55664,54776
856201,6773
37889,64223
41565,38196
380441,841082
940,6095
829480,29153
58476,401541
853783,4747
770217,363445
2539794,850516
2786,12048
4799,326198
855163,5457
283807,4314
29969,2540742
12702,56246
65265,25836
854933,47767
9314,851748
37475,644
5210,180100
843561,79038
51645,46415
856901,829739
8629396,12388
2551,10410
3641042,299940
57606,51669
36654,11007
856360,2540100
38912,26039
33560,853345
854697,26019
851955,17978
855929,828717
3486,54473
854829,2539144
851311,10479
57447,844304
850511,827854
56904,828475
173768,2540633
852755,2540288
2541255,841645
825196,173441
22196,94202
5777,43283
9759,930
851967,51062
3059,6904
39518,3105
175909,2543526
855154,853699
26234,41703
583,10106
3361323,79626
43766,9258
75785,40300
31165,4435
854350,2541835
64391,4854
856083,83755
339,828653
39156,841418
172854,856027
54840,850946
1978,854247
11177,5525
2541268,80013
27041,834056
5864,13206
852968,406884
173407,283
57622,852814
131450,820196
9422,57862
8726,22881
5681,832136
839534,81772
853320,10267
10763,831813
827122,178147
818197,8516
9810,6769
844112,20844
853806,836652
851482,54292
830832,51130
3587,37216
66036,57154
23214,44446
9001,9748
84108,830019
10564,22948
856865,37386
853332,11007
6236,169792
852963,856126
150280,100129583
54622,843296
6945,27128
41020,3639210
179259,56710
815135,410
853119,398434
4867,4836
853579,90799
850485,55148
850520,4253
29763,2540821
2539781,51109
9235,838418
2214,818859
1032,10011
51170,2540639
1780,851418
79884,8854
84289,6595
43841,175598
839749,36139
5565,55662
17127,32557
3298,3077490
22978,179403
181618,855438
4683,41740
10845,5296
7110,310
27130,827995
824920,444528
852099,51382
44039,838462
13684,837210
856848,832422
839972,20974
409,1069
22854,5872
852850,380504
56955,829839
3770404,855782
64326,24064
8463,57216
856145,8270
34364,26285
54455,16796
856162,850918
387521,100036991
152273,388324
2533,2540677
852470,24598
855841,117246
6789,175877
11329,850774
851310,814702
855103,818860
856849,8934
5892,56710
2539042,45285
23705,2542875
4771,94121
23633,79884
824896,84307
51699,20474
3329,39564
856752,2543545
2540821,31499
853743,181501
6207,46194
851774,3720
2542531,832662
854817,838268
853502,56324
23072,4146
9402,852715
3315,57561
2538694,41529
8440,945293
43809,824570
85358,2254
25825,16498
8356,67615
6744,124930
5829,55367
318206,853049
37300,68420
855456,33972
839457,853229
854678,6146
79039,27250
850787,850324
185,856689
855271,2540792
2540121,54752
25467,816666
850431,174006
375,31746
2540255,2543116
176308,7866
5213,8527
10569,832215
853030,850608
851963,819814
5861,2539379
173768,23403
54531,11155
367,851260
830832,839341
9051,4499
1660,17494212
8291,855883
173954,16800
15519,852578
197407,851223
51399,7165
2540438,121268
41273,43836
17248,851991
3361430,3356
830765,817832
2543627,822519
18570,51440
175240,37386
55814,26228
1027,821937
26380,285489
51510,8549
852324,828525
9246,850695
3783684,851567
741,25843
9367,4212
819124,26505
851396,22955
53569,287022
11020,282318
47757,24068
852311,10147
10458,853099
856821,147
854791,172483
852755,51530
7314,850578
28999,42447
107829,100009101
83933,85456
2339,5802974
10940,838144
33389,32817
81876,295213
2035,2539538
837625,816795
6444,178250
2542066,266692
5897,55686
855426,3637410
851809,830273
35130,138065
55577,851634
851676,18971
2242,2541959
53439,55731
261726,15512
830035,374882
33529,2729
834867,11325
180555,12912
841725,9465
828764,822416
851809,153527
83382,816194
3355132,855175
10459,8740
851567,386604
344558,830701
7159,854749
43514,836086
42817,947129
851148,7301
116986,820135
51734,2542683
5465,176274
179941,855319
9590,7142
856187,42799
7294,379079
25252,2541281
135458,52440
36794,851172
14828,654364
10533,11346
6875,852418
818860,821389
2778,6873
380246,818706
10801,7326
853290,1605
1630,2543387
828850,175034
113894,840
161502,25238
852680,5268
177704,40619
851452,831191
152789,172233
828784,6541
2541590,205860
32079,828371
84092,3636358
829941,153090
852976,851162
39173,2702
83709,79585
93233,12361
23983,3637052
10464,171675
42445,2541709
835697,25851
10926,836227
56227,72349
57649,853390
26039,1559
3751,6049
8353,134288
216739,177374
50905,23322
851265,6331
852837,3485
831959,286514
64704,38872
5916,856764
3880,4744
2541798,831285
35679,57783
839349,31359
820729,856313
852499,57602
851632,2214
4943,831124
285231,44353
2035,181608
56349,8361
140939,852290
852373,176468
843915,173512
573,43835
2541936,22872
856746,8553
16150,837150
10589,25150
855491,117277
16909,853540
851363,173116
51230,114798
8100,10045
64426,33925
853465,42512
855706,856361
9392,842582
852809,820165
34610,856455
9479,944750
9793,397707
41585,841671
856105,29950
222484,90121
1499,2540354
765,36156
851108,3634838
856290,828606
1466431,20848
25387,39679
836242,9949
851200,2322
281181,38424
853320,84988
34423,172929
54676,838275
854780,9854
22808,116835
817603,31789
358,201501
855194,112755
177570,399558
3361330,51285
179027,2543087
173340,10951
180674,836751
54476,84811
785,394357
163183,444841
3185,2541606
850513,2541512
13198,244585
1512,851821
856371,389856
43095,2540833
51247,64753
6646,827210
854227,854283
852439,2875161
2540329,54149
51542,836012
172338,39075
824781,10257
831847,40438
54329,817625
856742,32739
2541468,55602
15902,379761
843845,7552
10203,10309
1859,827154
852646,852732
947546,187592
22330,37967
50070,855016
853083,6836
3691,34066
2541033,12703
2597,183433
266842,64778
33661,25949
1820,944906
575,3756
188157,210766
172703,855049
852951,9905
851191,3802
10549,53579
8458,3783
2054,17444
81771,856115
38372,8968
37723,27232
27373,851141
112939,93765
837568,20848
854073,825196
23327,190051
832477,172249
852763,11472
110616,161882
834920,32619
855430,359948
2540555,14105
66105,2542094
851787,140688
2264,829880
834626,8842
2290,153527
15982,850435
855203,29675
852525,817592
4627,246330
114124,6820
171766,827154
174256,178402
7416,34884
853770,91543
842708,821217
38516,10197
853857,9459
178191,5740599
853529,3957
853397,8508
6605,43319
26406,837084
33201,13800
51371,79144
90268,828756
180367,852883
29104,33300
8314,828850
851752,854391
4009,854301
835591,10625
2542732,414672
13640,2540440
37859,100327240
636931,835186
837479,18044
35130,24680
9776,851273
45775,12393
854235,23095
851029,64215
37090,837840
832790,828134
31444,152789
40462,852637
5718,855245
6236,55213
854778,819272
63925,20474
852952,3965
38858,181697
6925,55603
23471,2543030
6241,824603
65971,24416
838600,386675
855668,3309
56419,174401
8775,79726
162239,180571
179817,380157
50805,2543188
856129,34946
856922,44052
851264,100009225
855099,177521
184085,41697
850873,26155
820740,64121
423504,79812
10124,10365
175284,119392
10612,89797
852037,2540238
9412,10901
855399,29124
854330,837654
728655,827164
14634,854370
6421,175975
55787,176374
83722,37325
851660,23550
117606,79054
853788,841223
9491,20670
4089,116655
834412,2541110
2188,837366
1796,22926
820233,855343
854702,837357
5725,855159
825896,43812
1027,850568
5018,54951
179671,2540221
171766,22030
1154,3637956
854435,3564857
6204,34636
6996,27373
852697,38137
841439,35878
819878,852645
2539620,42327
23624,152831
10133,834483
1500489,855987
816297,820234
4744,2879
854659,823287
114822,853805
3866,33795
851990,56990
5793,2539209
9230,2161
852518,5354
1997,37464
5174,5269
17444,9839
855450,856126
64685,114294
852433,177016
852763,23339
43331,180492
279766,398353
55054,2767
852456,852712
2540778,830832
850577,6882
7057,39158
4296,3565767
5881,63908
853016,282809
852878,191722
5467,318846
5930,25962
191402,83999
828263,3565475
818311,850429
5684,70620
3636839,2543310
1466493,852434
821152,79753
6688,682507
42881,172826
172712,837078
4361,818978
855642,45285
7284,339448
1051,831339
815211,855555
2540645,81608
855217,2542477
851482,7760
9869,2540228
2541849,43256
14084,4961464
9637,820427
26034,9637
851203,22999
839457,3613
34038,3268
856148,841717
842284,817603
853994,23210
1018,64446
116640,836860
23523,2703434
23338,1400
51497,174693
5195,1674
49260,827623
180873,174673
2107,3674
973,5105
37859,38613
173407,57798
856753,5802
11350,818561
853767,173116
2811,856793
3643413,53436
24316,854029
28951,218038
9929,2542725
22196,5897
855937,856231
84280,12759
850878,100020948
816623,229603
6281,832846
33937,57105
856188,22891
10499,844036
173214,3196
7556,10551
176022,9973
853166,25387
183748,6217
856844,843875
50488,2540691
5863,6892
853478,173162
38890,2703462
118460,10897
27429,181576
835759,398148
836451,490
5603,173518
4297,80205
821053,286499
855497,2701
2966,825284
854038,816985
837303,24598
852886,58478
36018,11651
852127,20595
42464,80824
42379,281831
853327,5329
38367,37455
84394,854475
177602,850528
113451,856464
820142,55561
684,34748
856096,2543517
27,444841
51538,40506
312965,22218
55216,10763
842674,5154
176626,9862
2321,17164
5576,821228
855412,7832
851143,1605
4607,175098
5192,115677
822350,851777
10928,19359
852466,2912
26398,84265
4864,161477
842953,835139
36001,180555
83782,178022
55768,2542875
176536,100129654
1958,828025
853504,818708
31405,12737
33652,23046
851787,947474
23371,8496
3301,140685
854827,9984
850722,835297
855463,27494
54537,824002
26100,80349
854265,29546
57644,106389
856023,39679
90480,832539
851615,172474
22213,80777
85406,36727
2188,2539438
2543399,855730
213236,831230
274,318572
853083,850718
850912,32619
4793,171050
10158,23299
821781,841312
2539783,2542703
2543666,835916
23214,183957
855418,853632
818395,17125
3783750,826670
33441,319043
11161,17879
24211,54820
853376,176172
7168,10949
33976,4931
318093,29668
855154,855757
830902,4057
2199,255239
2542162,842052
9463,6671
6117,853160
38381,20383
829919,853229
853994,56893
177236,176268
3644234,851328
140690,318846
829072,8774
850604,79631
39753,853696
54542,67838
176434,41656
172330,79643
856507,36571
854822,851721
831010,123722
43839,26398
1489375,5786
855613,180601
51442,11835
37068,29086
853896,947004
12912,837197
854071,118426
9637,17974
855104,843634
35130,7030
51631,834439
823650,832438
3131,4345634
51065,3876057
2670,116496
765,18740
855016,552889
5590,2541368
1207,172858
825532,55885
12029,853768
8061,18132
855730,14388
855126,178272
54345,293515
855238,65988
191722,130872
10291,841122
34453,178169
28969,51400
64755,260266
146540,12798012
2542733,853603
852878,3760
31248,29282
5696,175275
175802,14026
853330,855607
3187,78255
84678,2541372
51112,13837
201176,2538838
27258,23307
851803,832204
1975,948297
5744,64764
820242,855939
54507,2108
114609,10381
850962,151871
33988,26407
815840,11235
14254594,56194
2130,838001
1579,65992
4773,16396
842669,10800
820049,29236
10487,819277
4215,175028
181227,31212
850500,7029
30851,93082
84662,2525
2318,7314
818903,90780
851559,64798
851707,397900
853956,2542463
5420,54971
36619,3122
855426,2674
2768940,9341
3909,855411
3726,1501
10445,827612
181528,856321
850392,7541
20877,840341
6233,37237
246213,19893
853110,54801
151636,829301
176434,375567
37893,175089
51447,37083
172612,3903
855956,24680
8646,837328
38534,3745
7803,255738
2540044,55734
2540880,16172
1390,23239
34685,179902
5307,163126
5218,36727
835051,834351
856919,24411
2539455,103889
1635,851726
852468,55505
3636,173038
2543112,1466399
41965,1576
355,824408
2817,398174
31110,100327240
854227,6877
21423,852655
124404,24414
1408,57510
14106,244551
5104,853609
7404,181679
829613,29066
11184,4831
25054,843216
9971,10767
3643413,51088
11157,856895
838997,27373
5036,3476
31988,9164923
3689,83851
825091,3346208
9495,9587
351,852388
839568,117060
17257,33571
851738,23038
8996,7262
40548,2540475
174994,39572
2214,835219
7415,3224
932,175096
54941,7169
2542690,856589
54904,176223
83892,174058
838950,398652
852980,9722
26092,829613
23648,176661
844304,855207
850894,841521
2541652,7077
41952,851101
855158,21335
856303,817927
10651,114793
172609,25467
9595,814702
18012,40966
3672,5786
4535,852357
855746,55816
2540633,841883
853589,30138
5119,947867
2539083,10629
827323,3641428
3516,19679
25801,2540003
34968,8617413
842534,54955
1144,836402
2289,825054
2147,947050
853760,100134983
92344,27243
854352,37336
905,116835
182284,374569
307594,60482
799,439996
176605,4504
23286,817894
5521,37617
851683,5066
39647,852383
6103,9025
834224,3771903
22820,29542
55170,176157
839732,819125
4839,55824
12447,29896
852938,654483
33226,20375
23304,2542744
179624,5167
81651,2539027
40940,3361533
9874,854391
856529,92840
11097,1421
100101467,116671
5599,56888
854918,9793
819185,389677
820200,823287
7024,837593
10146,1384
7257,22146
35851,54546
850893,6132
276,5504
3297,64343
8502,14218023
171647,365057
3692,78309
32611,851141
1912,851199
468,836321
25252,178487
18220,820850
856724,853363
79718,10003
853428,40693
23268,2675
54764,23549
10393,851284
3184,84790
9976,5516
57320,23012
79624,100337512
851214,55689
321,2539733
855962,855600
853083,2541071
43162,2539442
175462,30849
3241,828556
852451,39167
853932,779014
76281,2539093
851083,4191
6660,177643
51361,22944
2541474,10528
23037,837270
832607,5368
821971,311607
80895,8968
814767,851453
856595,1917
3480,379116
40549,23351
41756,855440
819633,10072
2540511,42160
843834,37617
659,828881
22920,828681
830912,851289
9451,11021
854276,7038
255488,5139
1891,173726
32567,13859
10743,4521
84958,8366
64374,66645
5315,14702
383,2540394
37536,188703
43700,11343
12703,37617
79943,16978
43229,8352
3565776,31840
855224,835603
2543426,23174
837498,824259
815,373818
29998,9711
856909,29959
40973,379324
43150,180263
493,836062
853851,19182
67128,1123
9785,26063
850947,39956
17869,25759
2541910,282312
854529,10529
175823,1464
51339,829284
9148,179948
7276,55844
38168,23001
839677,843233
38963,41569
856403,43256
854138,60377
33125,852121
852989,176968
837424,1494081
855463,54704
2541910,175101
2539206,839557
3430,3361511
84445,441150
6257,852881
835591,89885
34908,9025
4176,53820
38093,11161
41491,34840
3567,7862
852479,64337
178104,790
57599,3637790
9140,853966
33270,3643506
64864,830173
25793,18479
854960,827275
5601,71096
6286,54455
177994,38923
246310,347
838883,404093
11243,850732
12894,35523
1111,429
59345,2541085
2542635,20844
29365,79922
7163,837568
179202,100338839
853996,851609
23808,828713
854889,208922
4088,79102
57326,283576
174323,57348
42239,252839
851805,80127
176172,10330
100725041,12427
179310,851522
7775,853593
855925,22223
1665,838515
20977,54918
2495,25522
2540588,820898
851456,38527
13198,832593
83999,79026
824570,819389
853123,444
856920,11200
40273,1843
65040,9442
855567,51126
854974,820082
320558,57541
56474,40374
283349,34543
39610,444841
852371,115992
2512,400569
675,57561
10767,191743
34149,172882
176161,839521
55922,829540
64101,1363
2540612,80781
828151,853714
1523,3783
83620,814818
257397,853333
54675,26095
4218,63943
10682,23125
2542928,51085
2,100009581
856081,9479
55662,4881
9232,80155
2541159,55920
5825,199713
6812,2541324
22992,818260
93736,3310
851415,853340
855652,54812
831303,41498
844165,946945
2187,842955
375056,22194
91543,109740
7353,816795
14199,852402
850598,79169
2541160,81802
102157401,34774
2913,281698
856865,4928
826884,852223
4214,179902
41032,2040
3306,25529
816133,31027
3784,124540
2543675,23598
30953,833738
172859,29527
43867,83939
9528,831793
31442,58491
838349,1462
854888,27238
856394,19266
827328,6052
16600,19099
51465,2540792
4809,5648
38793,39254
3358,21926
9129,856210
220164,126298
172090,830164
2540142,946129
852830,79172
186226,8366
35310,853568
2896,381
5546,246439
79058,40374
821839,842935
2332,21335
58528,83439
820940,2539538
2541925,32
9306,9785
2542004,38085
851264,853168
832256,76915
380481,824029
853589,853059
10445,9928
9256,835778
5007942,79009
858,4254
850436,819277
854680,7040
51661,653808
57763,2199
10566,31212
181251,100338839
3224,1981
42819,37961
855409,134728
852803,1846
817252,51465
853271,814686
6857,27143
29922,855726
2542632,11183
2540045,5433
43152,80205
398599,17755
3251,574288
828716,184627
4221,5977
853303,1627
819296,855473
3572,827713
852588,90427
2037,79228
34964,44098
2873,48581
22933,854066
1876,5905
855596,36609
841854,44791
856012,2949
850799,54039
9820,840981
17762,2941
185248,8675
2541835,2539310
854869,37035
51339,37037
833570,818831
5787,851884
31536,25839
348303,174861
3783727,838388
9482,852494
6885,2541317
852662,3565846
219333,852357
148252,41381
179051,10226
2541590,945
2539794,4878
851752,134
20682,4762
3488,5521
1999,10735
37290,851032
7629,6822
388552,827854
55114,4057
836242,821536
1576,2540439
852592,10401
9320,10973
34434,819272
51701,18016
23598,842955
838487,11545
12700,10597
204851,2539114
2540806,843282
855132,89884
79142,827706
856472,8799
116690,387357
45278,81574
839226,851862
4335,539141
852743,821675
854974,34629
853746,3565977
9133,8674044
837654,177924
2542106,172249
856565,91608
37422,852228
3361204,399344
4209,835935
2543129,380386
2539527,84632
64333,42438
84759,57060
9055,853423
2543412,7140
172755,178443
829557,2543449
855303,841247
838680,22977
2355,5985
854725,181261
852222,51400
811,831923
51660,6440
854814,41783
854701,58490
837729,29236
9267,129401
23641,853098
35007,22671
4038,55509
2239,10332
855068,171990
6624,8601
175698,207259
59338,6248
55367,81930
389677,2539349
5144,57644
19249,40325
41585,4833
2540802,175149
6197,243743
171896,56203
68652,827028
7141,187757
362161,179654
9091,345651
855090,4617
170791,3596
852945,3346160
830987,178904
3211,23383
13649,292925
55893,856004
1489078,397900
11431,179052
83596,834403
34095,10528
851548,2539330
2318,183355
9821,41952
29947,18559
390,1783
855458,852398
6461,10053
50717,37238
836392,39432
172817,23354
850696,827965
84941,172155
100736473,853984
8153,173509
851596,100352737
852547,55971
41840,320558
856136,172216
37220,51668
6790,34785
21340,116636
11151,54302
51530,850563
850807,814848
55620,56254
29915,379793
30818,10728
176061,10131
177890,30957
81807,80883
6354,84307
3840,821270
10181,25983
850500,833552
10003,3641509
37149,10514
4093,854834
26263,8468
856838,55561
855512,31153
50628,2539142
9465,2540846
855549,817830
8767,100038882
821424,53417
36544,184085
825650,824112
6749,3354896
7318,832549
34885,22826
851273,178919
842120,824775
180324,853254
42449,21761
850883,10180
147923,2542252
944790,23158
856656,81887
2353,80005
9372,64710
175162,853787
2540019,5681
2132,269713
7916,85359
2104,815120
20467,7294
2997,134359
9666,8741
775,23381
2318,4093
854447,178970
40221,19359
3771770,380281
22151,397968
56937,23648
5610,10488
7249,830841
39866,196
10465,299331
6843,8729
851585,2540328
126119,853806
856020,5364
175629,3133
3636,853954
6354,177102
851314,855005
4961494,43018
84632,10902
5290,830461
834706,70495
854539,22871
185991,4004
249,25873
100009583,44522
147700,171675
855281,123228
2540019,339448
836557,6949
853521,853136
1080,16319
852646,51068
851531,851477
9564,55016
852023,174050
286770,201725
5290,44861
10801,64801
80212,11216
171849,180942
83454,856017
28985,8618592
56899,841645
178507,404672
852882,42240
175572,3876057
902,4035
867,192348
853226,37492
852466,9164967
175446,2668
853010,5716
3150,54766
360891,216274
856506,51004
4289,856817
856311,854229
988,172391
855558,850762
6886,29959
22821,855035
174004,10335
834259,22796
855449,38257
855751,851655
3104,842393
174,2542925
174557,84775
2541871,853304
10907,143384
43724,80232
841447,43799
852952,1815
851813,4236
292925,414829
22808,4762
534,397923
38154,285237
17869,122183
54583,16647
4502,26406
852139,843221
853690,827395
852526,13619
6617,8450
856563,7222
854436,106628
79666,122809
851533,14694
10769,64837
3077,85376
51130,173116
26012,399311
855017,2539209
110876,184117
388552,2540648
14048,6648
35329,855093
855154,2539155
8087,854991
